"Taxon.Key","Country","Year","Aquaculture","Capture","Common_Name","MatchGroup"
601179,"Brazil","X2011",NA,80,"Bigtooth corvina","Croakers"
601179,"Brazil","X2012",NA,87,"Bigtooth corvina","Croakers"
601179,"Brazil","X2013",NA,75,"Bigtooth corvina","Croakers"
601179,"Brazil","X2014",NA,91,"Bigtooth corvina","Croakers"
601179,"Brazil","X2015",NA,82,"Bigtooth corvina","Croakers"
601179,"Brazil","X2016",NA,82,"Bigtooth corvina","Croakers"
NA,"Brazil","X2010",NA,0,"Black caiman",NA
NA,"Brazil","X2011",NA,0,"Black caiman",NA
NA,"Brazil","X2012",NA,275,"Black caiman",NA
NA,"Brazil","X2013",NA,51,"Black caiman",NA
NA,"Brazil","X2014",NA,290,"Black caiman",NA
NA,"Brazil","X2015",NA,0,"Black caiman",NA
NA,"Brazil","X2016",NA,0,"Black caiman",NA
600425,"Brazil","X2010",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2011",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2012",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2013",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2014",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2015",NA,0,"Black drum","Marine Fishes"
600425,"Brazil","X2016",NA,0,"Black drum","Marine Fishes"
601078,"Brazil","X2010",NA,2592,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2011",NA,2412,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2012",NA,2625,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2013",NA,2265,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2014",NA,2735,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2015",NA,2460,"Blackfin goosefish","Marine Fishes"
601078,"Brazil","X2016",NA,2460,"Blackfin goosefish","Marine Fishes"
600144,"Brazil","X2010",NA,329,"Blackfin tuna","Tunas"
600144,"Brazil","X2011",NA,46,"Blackfin tuna","Tunas"
600144,"Brazil","X2012",NA,124,"Blackfin tuna","Tunas"
600144,"Brazil","X2013",NA,127,"Blackfin tuna","Tunas"
600144,"Brazil","X2014",NA,299,"Blackfin tuna","Tunas"
600144,"Brazil","X2015",NA,131,"Blackfin tuna","Tunas"
600144,"Brazil","X2016",NA,120,"Blackfin tuna","Tunas"
600216,"Brazil","X2010",NA,134,"Blue marlin","Marine Fishes"
600216,"Brazil","X2011",NA,63,"Blue marlin","Marine Fishes"
600216,"Brazil","X2012",NA,48,"Blue marlin","Marine Fishes"
600216,"Brazil","X2013",NA,17,"Blue marlin","Marine Fishes"
600216,"Brazil","X2014",NA,20,"Blue marlin","Marine Fishes"
600216,"Brazil","X2015",NA,1,"Blue marlin","Marine Fishes"
600216,"Brazil","X2016",NA,1,"Blue marlin","Marine Fishes"
601933,"Brazil","X2010",NA,1634,"Blue runner","Marine Fishes"
601933,"Brazil","X2011",NA,1520,"Blue runner","Marine Fishes"
601933,"Brazil","X2012",NA,1654,"Blue runner","Marine Fishes"
601933,"Brazil","X2013",NA,1428,"Blue runner","Marine Fishes"
601933,"Brazil","X2014",NA,1724,"Blue runner","Marine Fishes"
601933,"Brazil","X2015",NA,1550,"Blue runner","Marine Fishes"
601933,"Brazil","X2016",NA,1550,"Blue runner","Marine Fishes"
600898,"Brazil","X2010",NA,1500,"Blue shark","Sharks"
600898,"Brazil","X2011",NA,1980,"Blue shark","Sharks"
600898,"Brazil","X2012",NA,1607,"Blue shark","Sharks"
600898,"Brazil","X2013",NA,1031,"Blue shark","Sharks"
600898,"Brazil","X2014",NA,2551,"Blue shark","Sharks"
600898,"Brazil","X2015",NA,2263,"Blue shark","Sharks"
600898,"Brazil","X2016",NA,2080,"Blue shark","Sharks"
600364,"Brazil","X2010",NA,3731,"Bluefish","Bluefish"
600364,"Brazil","X2011",NA,3472,"Bluefish","Bluefish"
600364,"Brazil","X2012",NA,3778,"Bluefish","Bluefish"
600364,"Brazil","X2013",NA,3261,"Bluefish","Bluefish"
600364,"Brazil","X2014",NA,3936,"Bluefish","Bluefish"
600364,"Brazil","X2015",NA,3540,"Bluefish","Bluefish"
600364,"Brazil","X2016",NA,3540,"Bluefish","Bluefish"
600967,"Brazil","X2010",NA,325,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2011",NA,303,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2012",NA,329,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2013",NA,284,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2014",NA,343,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2015",NA,310,"Bocon toadfish","Marine Fishes"
600967,"Brazil","X2016",NA,310,"Bocon toadfish","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Boto",NA
NA,"Brazil","X2011",NA,3,"Boto",NA
NA,"Brazil","X2012",NA,0,"Boto",NA
NA,"Brazil","X2013",NA,0,"Boto",NA
NA,"Brazil","X2014",NA,0,"Boto",NA
NA,"Brazil","X2015",NA,0,"Boto",NA
NA,"Brazil","X2016",NA,0,"Boto",NA
NA,"Brazil","X2010",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2011",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2012",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2013",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2014",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2015",NA,0,"Bottlenose dolphin",NA
NA,"Brazil","X2016",NA,0,"Bottlenose dolphin",NA
600311,"Brazil","X2010",NA,5532,"Brazilian codling","Cods"
600311,"Brazil","X2011",NA,5148,"Brazilian codling","Cods"
600311,"Brazil","X2012",NA,5602,"Brazilian codling","Cods"
600311,"Brazil","X2013",NA,4835,"Brazilian codling","Cods"
600311,"Brazil","X2014",NA,5836,"Brazilian codling","Cods"
600311,"Brazil","X2015",NA,5250,"Brazilian codling","Cods"
600311,"Brazil","X2016",NA,5250,"Brazilian codling","Cods"
600465,"Brazil","X2010",NA,772,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2011",NA,719,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2012",NA,782,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2013",NA,675,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2014",NA,815,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2015",NA,735,"Brazilian flathead","Marine Fishes"
600465,"Brazil","X2016",NA,735,"Brazilian flathead","Marine Fishes"
500366,"Brazil","X2010",NA,1935,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2011",NA,1800,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2012",NA,1959,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2013",NA,1691,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2014",NA,2041,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2015",NA,1840,"Brazilian groupers nei","Groupers Snappers"
500366,"Brazil","X2016",NA,1840,"Brazilian groupers nei","Groupers Snappers"
601587,"Brazil","X2010",NA,857,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2011",NA,797,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2012",NA,868,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2013",NA,749,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2014",NA,904,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2015",NA,810,"Brazilian menhaden","Anchovies Herrings Sardines"
601587,"Brazil","X2016",NA,810,"Brazilian menhaden","Anchovies Herrings Sardines"
601505,"Brazil","X2010",NA,62134,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2011",NA,75015,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2012",NA,95920,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2013",NA,98315,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2014",NA,51781,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2015",NA,46400,"Brazilian sardinella","Anchovies Herrings Sardines"
601505,"Brazil","X2016",NA,46400,"Brazilian sardinella","Anchovies Herrings Sardines"
NA,"Brazil","X2010",NA,5,"Broadnosed caiman",NA
NA,"Brazil","X2011",NA,0,"Broadnosed caiman",NA
NA,"Brazil","X2012",NA,20,"Broadnosed caiman",NA
NA,"Brazil","X2013",NA,0,"Broadnosed caiman",NA
NA,"Brazil","X2014",NA,0,"Broadnosed caiman",NA
NA,"Brazil","X2015",NA,0,"Broadnosed caiman",NA
NA,"Brazil","X2016",NA,0,"Broadnosed caiman",NA
NA,"Brazil","X2010",NA,0,"Bryde   whale",NA
NA,"Brazil","X2011",NA,0,"Bryde   whale",NA
NA,"Brazil","X2012",NA,0,"Bryde   whale",NA
NA,"Brazil","X2013",NA,0,"Bryde   whale",NA
NA,"Brazil","X2014",NA,0,"Bryde   whale",NA
NA,"Brazil","X2015",NA,0,"Bryde   whale",NA
NA,"Brazil","X2016",NA,0,"Bryde   whale",NA
NA,"Brazil","X2010",54313,4204,"Cachama",NA
NA,"Brazil","X2011",79648,3964,"Cachama",NA
NA,"Brazil","X2012",89376,3995,"Cachama",NA
NA,"Brazil","X2013",88719,4029,"Cachama",NA
NA,"Brazil","X2014",139600,3978,"Cachama",NA
NA,"Brazil","X2015",135900,3820,"Cachama",NA
NA,"Brazil","X2016",137000,3820,"Cachama",NA
400314,"Brazil","X2010",NA,1856,"Carangids nei","Marine Fishes"
400314,"Brazil","X2011",NA,1727,"Carangids nei","Marine Fishes"
400314,"Brazil","X2012",NA,1879,"Carangids nei","Marine Fishes"
400314,"Brazil","X2013",NA,1622,"Carangids nei","Marine Fishes"
400314,"Brazil","X2014",NA,1958,"Carangids nei","Marine Fishes"
400314,"Brazil","X2015",NA,1770,"Carangids nei","Marine Fishes"
400314,"Brazil","X2016",NA,1770,"Carangids nei","Marine Fishes"
690071,"Brazil","X2010",NA,6866,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2011",NA,6776,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2012",NA,7451,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2013",NA,6726,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2014",NA,6787,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2015",NA,6100,"Caribbean spiny lobster","Lobsters"
690071,"Brazil","X2016",NA,6100,"Caribbean spiny lobster","Lobsters"
NA,"Brazil","X2010",2500,NA,"Channel catfish",NA
NA,"Brazil","X2011",0,NA,"Channel catfish",NA
NA,"Brazil","X2012",0,NA,"Channel catfish",NA
NA,"Brazil","X2013",0,NA,"Channel catfish",NA
NA,"Brazil","X2014",0,NA,"Channel catfish",NA
NA,"Brazil","X2015",0,NA,"Channel catfish",NA
NA,"Brazil","X2016",0,NA,"Channel catfish",NA
NA,"Brazil","X2010",0,14725,"Characins nei",NA
NA,"Brazil","X2011",0,15828,"Characins nei",NA
NA,"Brazil","X2012",0,15952,"Characins nei",NA
NA,"Brazil","X2013",0,16087,"Characins nei",NA
NA,"Brazil","X2014",0,15883,"Characins nei",NA
NA,"Brazil","X2015",0,15200,"Characins nei",NA
NA,"Brazil","X2016",0,15200,"Characins nei",NA
600140,"Brazil","X2010",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2011",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2012",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2013",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2014",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2015",NA,0,"Chola guitarfish","Marine Fishes"
600140,"Brazil","X2016",NA,0,"Chola guitarfish","Marine Fishes"
NA,"Brazil","X2010",NA,13693,"Cichlids nei",NA
NA,"Brazil","X2011",NA,12912,"Cichlids nei",NA
NA,"Brazil","X2012",NA,13013,"Cichlids nei",NA
NA,"Brazil","X2013",NA,13123,"Cichlids nei",NA
NA,"Brazil","X2014",NA,12956,"Cichlids nei",NA
NA,"Brazil","X2015",NA,12400,"Cichlids nei",NA
NA,"Brazil","X2016",NA,12400,"Cichlids nei",NA
300028,"Brazil","X2010",NA,17477,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2011",NA,16264,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2012",NA,17698,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2013",NA,15274,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2014",NA,18438,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2015",NA,16530,"Clupeoids nei","Anchovies Herrings Sardines"
300028,"Brazil","X2016",NA,16530,"Clupeoids nei","Anchovies Herrings Sardines"
NA,"Brazil","X2010",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2011",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2012",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2013",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2014",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2015",NA,0,"Clymene dolphin",NA
NA,"Brazil","X2016",NA,0,"Clymene dolphin",NA
603542,"Brazil","X2010",NA,923,"Cobia","Cobia"
603542,"Brazil","X2011",NA,859,"Cobia","Cobia"
603542,"Brazil","X2012",NA,935,"Cobia","Cobia"
603542,"Brazil","X2013",NA,807,"Cobia","Cobia"
603542,"Brazil","X2014",NA,974,"Cobia","Cobia"
603542,"Brazil","X2015",NA,880,"Cobia","Cobia"
603542,"Brazil","X2016",NA,880,"Cobia","Cobia"
601450,"Brazil","X2010",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2011",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2012",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2013",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2014",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2015",0,NA,"Common carp","Marine Fishes"
601450,"Brazil","X2016",0,NA,"Common carp","Marine Fishes"
600006,"Brazil","X2010",NA,7999,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2011",NA,4379,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2012",NA,641,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2013",NA,932,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2014",NA,762,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2015",NA,623,"Common dolphinfish","Marine Fishes"
600006,"Brazil","X2016",NA,620,"Common dolphinfish","Marine Fishes"
590010,"Brazil","X2010",NA,1608,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2011",NA,1462,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2012",NA,1607,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2013",NA,1451,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2014",NA,1464,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2015",NA,1320,"Common squids nei","Squids Cuttlefish"
590010,"Brazil","X2016",NA,1320,"Common squids nei","Squids Cuttlefish"
400331,"Brazil","X2010",NA,320,"Croakers drums nei","Croakers"
400331,"Brazil","X2011",NA,298,"Croakers drums nei","Croakers"
400331,"Brazil","X2012",NA,324,"Croakers drums nei","Croakers"
400331,"Brazil","X2013",NA,280,"Croakers drums nei","Croakers"
400331,"Brazil","X2014",NA,338,"Croakers drums nei","Croakers"
400331,"Brazil","X2015",NA,305,"Croakers drums nei","Croakers"
400331,"Brazil","X2016",NA,305,"Croakers drums nei","Croakers"
590014,"Brazil","X2010",1908,1223,"Cupped oysters nei","Oysters"
590014,"Brazil","X2011",2288,1112,"Cupped oysters nei","Oysters"
590014,"Brazil","X2012",2475,1223,"Cupped oysters nei","Oysters"
590014,"Brazil","X2013",2900,1104,"Cupped oysters nei","Oysters"
590014,"Brazil","X2014",2800,1114,"Cupped oysters nei","Oysters"
590014,"Brazil","X2015",2700,1000,"Cupped oysters nei","Oysters"
590014,"Brazil","X2016",2700,1000,"Cupped oysters nei","Oysters"
400186,"Brazil","X2010",NA,608,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2011",NA,566,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2012",NA,615,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2013",NA,531,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2014",NA,641,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2015",NA,580,"Cuskeels brotulas nei","Eels"
400186,"Brazil","X2016",NA,580,"Cuskeels brotulas nei","Eels"
100011,"Brazil","X2010",27500,448,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2011",24323,422,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2012",26174,425,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2013",18837,429,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2014",20900,423,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2015",20700,400,"Cyprinids nei","Marine Fishes"
100011,"Brazil","X2016",20300,400,"Cyprinids nei","Marine Fishes"
690105,"Brazil","X2010",NA,2274,"Dana swimcrab","Crabs"
690105,"Brazil","X2011",NA,2243,"Dana swimcrab","Crabs"
690105,"Brazil","X2012",NA,2466,"Dana swimcrab","Crabs"
690105,"Brazil","X2013",NA,2226,"Dana swimcrab","Crabs"
690105,"Brazil","X2014",NA,2246,"Dana swimcrab","Crabs"
690105,"Brazil","X2015",NA,2020,"Dana swimcrab","Crabs"
690105,"Brazil","X2016",NA,2020,"Dana swimcrab","Crabs"
NA,"Brazil","X2010",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2011",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2012",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2013",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2014",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2015",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2016",NA,0,"Demersal percomorphs nei","Marine Fishes"
NA,"Brazil","X2010",0,3162,"Dorado",NA
NA,"Brazil","X2011",134,2981,"Dorado",NA
NA,"Brazil","X2012",146,3005,"Dorado",NA
NA,"Brazil","X2013",139,3030,"Dorado",NA
NA,"Brazil","X2014",40,2992,"Dorado",NA
NA,"Brazil","X2015",30,2870,"Dorado",NA
NA,"Brazil","X2016",60,2870,"Dorado",NA
NA,"Brazil","X2010",NA,231,"Duckbill catfish",NA
NA,"Brazil","X2011",NA,217,"Duckbill catfish",NA
NA,"Brazil","X2012",NA,219,"Duckbill catfish",NA
NA,"Brazil","X2013",NA,221,"Duckbill catfish",NA
NA,"Brazil","X2014",NA,218,"Duckbill catfish",NA
NA,"Brazil","X2015",NA,210,"Duckbill catfish",NA
NA,"Brazil","X2016",NA,210,"Duckbill catfish",NA
NA,"Brazil","X2010",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2011",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2012",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2013",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2014",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2015",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2016",700,NA,"Elkhorn sea moss","Seaweeds Plants"
NA,"Brazil","X2010",NA,0,"Fin whale",NA
NA,"Brazil","X2011",NA,0,"Fin whale",NA
NA,"Brazil","X2012",NA,0,"Fin whale",NA
NA,"Brazil","X2013",NA,0,"Fin whale",NA
NA,"Brazil","X2014",NA,0,"Fin whale",NA
NA,"Brazil","X2015",NA,0,"Fin whale",NA
NA,"Brazil","X2016",NA,0,"Fin whale",NA
400206,"Brazil","X2010",NA,1056,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2011",NA,982,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2012",NA,1069,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2013",NA,923,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2014",NA,1114,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2015",NA,1000,"Flyingfishes nei","Marine Fishes"
400206,"Brazil","X2016",NA,1000,"Flyingfishes nei","Marine Fishes"
NA,"Brazil","X2010",NA,10,"Franciscana",NA
NA,"Brazil","X2011",NA,1,"Franciscana",NA
NA,"Brazil","X2012",NA,7,"Franciscana",NA
NA,"Brazil","X2013",NA,0,"Franciscana",NA
NA,"Brazil","X2014",NA,14,"Franciscana",NA
NA,"Brazil","X2015",NA,0,"Franciscana",NA
NA,"Brazil","X2016",NA,0,"Franciscana",NA
390013,"Brazil","X2010",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2011",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2012",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2013",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2014",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2015",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
390013,"Brazil","X2016",NA,0,"Freshwater crustaceans nei","Shrimps Prawns"
NA,"Brazil","X2010",10655,25926,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2011",4023,5074,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2012",2590,5114,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2013",3170,5157,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2014",2795,5092,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2015",2645,4880,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2016",2954,4880,"Freshwater fishes nei","Freshwater Fishes"
NA,"Brazil","X2010",0,30015,"Freshwater siluroids nei",NA
NA,"Brazil","X2011",9491,15965,"Freshwater siluroids nei",NA
NA,"Brazil","X2012",10560,16091,"Freshwater siluroids nei",NA
NA,"Brazil","X2013",15715,16227,"Freshwater siluroids nei",NA
NA,"Brazil","X2014",20400,16021,"Freshwater siluroids nei",NA
NA,"Brazil","X2015",18400,15300,"Freshwater siluroids nei",NA
NA,"Brazil","X2016",15900,15300,"Freshwater siluroids nei",NA
600094,"Brazil","X2010",NA,204,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2011",NA,347,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2012",NA,353,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2013",NA,485,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2014",NA,293,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2015",NA,288,"Frigate and bullet tunas","Tunas"
600094,"Brazil","X2016",NA,265,"Frigate and bullet tunas","Tunas"
690151,"Brazil","X2010",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2011",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2012",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2013",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2014",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2015",100,NA,"Giant river prawn","Shrimps Prawns"
690151,"Brazil","X2016",100,NA,"Giant river prawn","Shrimps Prawns"
NA,"Brazil","X2010",NA,14379,"Gilded catfish",NA
NA,"Brazil","X2011",NA,14348,"Gilded catfish",NA
NA,"Brazil","X2012",NA,14459,"Gilded catfish",NA
NA,"Brazil","X2013",NA,14582,"Gilded catfish",NA
NA,"Brazil","X2014",NA,14397,"Gilded catfish",NA
NA,"Brazil","X2015",NA,13760,"Gilded catfish",NA
NA,"Brazil","X2016",NA,13760,"Gilded catfish",NA
400332,"Brazil","X2010",NA,1440,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2011",NA,1340,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2012",NA,1458,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2013",NA,1259,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2014",NA,1519,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2015",NA,1360,"Goatfishes red mullets nei","Goatfishes"
400332,"Brazil","X2016",NA,1360,"Goatfishes red mullets nei","Goatfishes"
NA,"Brazil","X2010",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2011",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2012",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2013",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2014",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2015",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Brazil","X2016",30,NA,"Gracilaria seaweeds","Seaweeds Plants"
601178,"Brazil","X2010",NA,778,"Green weakfish","Weakfish"
601178,"Brazil","X2011",NA,724,"Green weakfish","Weakfish"
