"subsector","year","region","month","species","tons"
"aquiculture",2014,"XIV","anual","SALMON DEL ATLANTICO",147
"aquiculture",2014,"XIV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"XIV","anual","TRUCHA ARCOIRIS",2488
"aquiculture",2014,"XIV","anual","TURBOT",NA
"aquiculture",2014,"XIV","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"XIV","anual","ABALON JAPONES",NA
"aquiculture",2014,"XIV","anual","ABALON ROJO",13
"aquiculture",2014,"XIV","anual","CHOLGA",NA
"aquiculture",2014,"XIV","anual","CHORITO",21
"aquiculture",2014,"XIV","anual","CHORO",266
"aquiculture",2014,"XIV","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"XIV","anual","OSTRA CHILENA",NA
"aquiculture",2014,"XIV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"X","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"X","anual","HUIRO",NA
"aquiculture",2014,"X","anual","PELILLO",10085
"aquiculture",2014,"X","anual","SALMON DEL ATLANTICO",266451
"aquiculture",2014,"X","anual","SALMON PLATEADO O COHO",126873
"aquiculture",2014,"X","anual","TRUCHA ARCOIRIS",74975
"aquiculture",2014,"X","anual","TURBOT",2
"aquiculture",2014,"X","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"X","anual","ABALON JAPONES",NA
"aquiculture",2014,"X","anual","ABALON ROJO",591
"aquiculture",2014,"X","anual","CHOLGA",1170
"aquiculture",2014,"X","anual","CHORITO",238051
"aquiculture",2014,"X","anual","CHORO",1246
"aquiculture",2014,"X","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"X","anual","OSTRA CHILENA",225
"aquiculture",2014,"X","anual","OSTRA DEL PACIFICO",51
"aquiculture",2014,"XI","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"XI","anual","HUIRO",NA
"aquiculture",2014,"XI","anual","PELILLO",NA
"aquiculture",2014,"XI","anual","SALMON DEL ATLANTICO",341594
"aquiculture",2014,"XI","anual","SALMON PLATEADO O COHO",32071
"aquiculture",2014,"XI","anual","TRUCHA ARCOIRIS",73858
"aquiculture",2014,"XI","anual","TURBOT",NA
"aquiculture",2014,"XI","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"XI","anual","ABALON JAPONES",NA
"aquiculture",2014,"XI","anual","ABALON ROJO",NA
"aquiculture",2014,"XI","anual","CHOLGA",NA
"aquiculture",2014,"XI","anual","CHORITO",NA
"aquiculture",2014,"XI","anual","CHORO",NA
"aquiculture",2014,"XI","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"XI","anual","OSTRA CHILENA",NA
"aquiculture",2014,"XI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"XII","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"XII","anual","HUIRO",NA
"aquiculture",2014,"XII","anual","PELILLO",NA
"aquiculture",2014,"XII","anual","SALMON DEL ATLANTICO",36173
"aquiculture",2014,"XII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"XII","anual","TRUCHA ARCOIRIS",418
"aquiculture",2014,"XII","anual","TURBOT",NA
"aquiculture",2014,"XII","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"XII","anual","ABALON JAPONES",NA
"aquiculture",2014,"XII","anual","ABALON ROJO",NA
"aquiculture",2014,"XII","anual","CHOLGA",NA
"aquiculture",2014,"XII","anual","CHORITO",NA
"aquiculture",2014,"XII","anual","CHORO",NA
"aquiculture",2014,"XII","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"XII","anual","OSTRA CHILENA",NA
"aquiculture",2014,"XII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"XV","anual","HUIRO",NA
"aquiculture",2015,"XV","anual","PELILLO",NA
"aquiculture",2015,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"XV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"XV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"XV","anual","TURBOT",NA
"aquiculture",2015,"XV","anual","ABALON JAPONES",NA
"aquiculture",2015,"XV","anual","ABALON ROJO",NA
"aquiculture",2015,"XV","anual","CHOLGA",NA
"aquiculture",2015,"XV","anual","CHORITO",NA
"aquiculture",2015,"XV","anual","CHORO",NA
"aquiculture",2015,"XV","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"XV","anual","OSTRA CHILENA",NA
"aquiculture",2015,"XV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"I","anual","HUIRO",NA
"aquiculture",2015,"I","anual","PELILLO",NA
"aquiculture",2015,"I","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"I","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"I","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"I","anual","TURBOT",NA
"aquiculture",2015,"I","anual","ABALON JAPONES",NA
"aquiculture",2015,"I","anual","ABALON ROJO",NA
"aquiculture",2015,"I","anual","CHOLGA",NA
"aquiculture",2015,"I","anual","CHORITO",NA
"aquiculture",2015,"I","anual","CHORO",NA
"aquiculture",2015,"I","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"I","anual","OSTRA CHILENA",NA
"aquiculture",2015,"I","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"II","anual","HUIRO",NA
"aquiculture",2015,"II","anual","PELILLO",NA
"aquiculture",2015,"II","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"II","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"II","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"II","anual","TURBOT",NA
"aquiculture",2015,"II","anual","ABALON JAPONES",NA
"aquiculture",2015,"II","anual","ABALON ROJO",NA
"aquiculture",2015,"II","anual","CHOLGA",NA
"aquiculture",2015,"II","anual","CHORITO",NA
"aquiculture",2015,"II","anual","CHORO",NA
"aquiculture",2015,"II","anual","OSTION DEL NORTE",9
"aquiculture",2015,"II","anual","OSTRA CHILENA",NA
"aquiculture",2015,"II","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"III","anual","HUIRO",1
"aquiculture",2015,"III","anual","PELILLO",397
"aquiculture",2015,"III","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"III","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"III","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"III","anual","TURBOT",NA
"aquiculture",2015,"III","anual","ABALON JAPONES",13
"aquiculture",2015,"III","anual","ABALON ROJO",360
"aquiculture",2015,"III","anual","CHOLGA",NA
"aquiculture",2015,"III","anual","CHORITO",NA
"aquiculture",2015,"III","anual","CHORO",NA
"aquiculture",2015,"III","anual","OSTION DEL NORTE",3
"aquiculture",2015,"III","anual","OSTRA CHILENA",NA
"aquiculture",2015,"III","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"IV","anual","HUIRO",NA
"aquiculture",2015,"IV","anual","PELILLO",1041
"aquiculture",2015,"IV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"IV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"IV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"IV","anual","TURBOT",NA
"aquiculture",2015,"IV","anual","ABALON JAPONES",NA
"aquiculture",2015,"IV","anual","ABALON ROJO",38
"aquiculture",2015,"IV","anual","CHOLGA",NA
"aquiculture",2015,"IV","anual","CHORITO",NA
"aquiculture",2015,"IV","anual","CHORO",NA
"aquiculture",2015,"IV","anual","OSTION DEL NORTE",2935
"aquiculture",2015,"IV","anual","OSTRA CHILENA",NA
"aquiculture",2015,"IV","anual","OSTRA DEL PACIFICO",24
"aquiculture",2015,"V","anual","HUIRO",NA
"aquiculture",2015,"V","anual","PELILLO",NA
"aquiculture",2015,"V","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"V","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"V","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"V","anual","TURBOT",NA
"aquiculture",2015,"V","anual","ABALON JAPONES",NA
"aquiculture",2015,"V","anual","ABALON ROJO",133
"aquiculture",2015,"V","anual","CHOLGA",NA
"aquiculture",2015,"V","anual","CHORITO",1
"aquiculture",2015,"V","anual","CHORO",NA
"aquiculture",2015,"V","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"V","anual","OSTRA CHILENA",NA
"aquiculture",2015,"V","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"VI","anual","HUIRO",NA
"aquiculture",2015,"VI","anual","PELILLO",NA
"aquiculture",2015,"VI","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"VI","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"VI","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"VI","anual","TURBOT",NA
"aquiculture",2015,"VI","anual","ABALON JAPONES",NA
"aquiculture",2015,"VI","anual","ABALON ROJO",NA
"aquiculture",2015,"VI","anual","CHOLGA",NA
"aquiculture",2015,"VI","anual","CHORITO",NA
"aquiculture",2015,"VI","anual","CHORO",NA
"aquiculture",2015,"VI","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"VI","anual","OSTRA CHILENA",NA
"aquiculture",2015,"VI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"VII","anual","HUIRO",NA
"aquiculture",2015,"VII","anual","PELILLO",NA
"aquiculture",2015,"VII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"VII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"VII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"VII","anual","TURBOT",NA
"aquiculture",2015,"VII","anual","ABALON JAPONES",NA
"aquiculture",2015,"VII","anual","ABALON ROJO",NA
"aquiculture",2015,"VII","anual","CHOLGA",NA
"aquiculture",2015,"VII","anual","CHORITO",NA
"aquiculture",2015,"VII","anual","CHORO",NA
"aquiculture",2015,"VII","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"VII","anual","OSTRA CHILENA",NA
"aquiculture",2015,"VII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"VIII","anual","HUIRO",NA
"aquiculture",2015,"VIII","anual","PELILLO",25
"aquiculture",2015,"VIII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2015,"VIII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"VIII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2015,"VIII","anual","TURBOT",NA
"aquiculture",2015,"VIII","anual","ABALON JAPONES",NA
"aquiculture",2015,"VIII","anual","ABALON ROJO",NA
"aquiculture",2015,"VIII","anual","CHOLGA",7
"aquiculture",2015,"VIII","anual","CHORITO",NA
"aquiculture",2015,"VIII","anual","CHORO",NA
"aquiculture",2015,"VIII","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"VIII","anual","OSTRA CHILENA",NA
"aquiculture",2015,"VIII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"IX","anual","HUIRO",NA
"aquiculture",2015,"IX","anual","PELILLO",NA
"aquiculture",2015,"IX","anual","SALMON DEL ATLANTICO",38
"aquiculture",2015,"IX","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"IX","anual","TRUCHA ARCOIRIS",82
"aquiculture",2015,"IX","anual","TURBOT",NA
"aquiculture",2015,"IX","anual","ABALON JAPONES",NA
"aquiculture",2015,"IX","anual","ABALON ROJO",NA
"aquiculture",2015,"IX","anual","CHOLGA",NA
"aquiculture",2015,"IX","anual","CHORITO",1
"aquiculture",2015,"IX","anual","CHORO",35
"aquiculture",2015,"IX","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"IX","anual","OSTRA CHILENA",NA
"aquiculture",2015,"IX","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"XIV","anual","HUIRO",NA
"aquiculture",2015,"XIV","anual","PELILLO",185
"aquiculture",2015,"XIV","anual","SALMON DEL ATLANTICO",39
"aquiculture",2015,"XIV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"XIV","anual","TRUCHA ARCOIRIS",3714
"aquiculture",2015,"XIV","anual","TURBOT",NA
"aquiculture",2015,"XIV","anual","ABALON JAPONES",NA
"aquiculture",2015,"XIV","anual","ABALON ROJO",9
"aquiculture",2015,"XIV","anual","CHOLGA",NA
"aquiculture",2015,"XIV","anual","CHORITO",14
"aquiculture",2015,"XIV","anual","CHORO",7
"aquiculture",2015,"XIV","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"XIV","anual","OSTRA CHILENA",NA
"aquiculture",2015,"XIV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"X","anual","HUIRO",NA
"aquiculture",2015,"X","anual","PELILLO",10924
"aquiculture",2015,"X","anual","SALMON DEL ATLANTICO",242611
"aquiculture",2015,"X","anual","SALMON PLATEADO O COHO",120638
"aquiculture",2015,"X","anual","TRUCHA ARCOIRIS",48994
"aquiculture",2015,"X","anual","TURBOT",4
"aquiculture",2015,"X","anual","ABALON JAPONES",NA
"aquiculture",2015,"X","anual","ABALON ROJO",492
"aquiculture",2015,"X","anual","CHOLGA",1247
"aquiculture",2015,"X","anual","CHORITO",289133
"aquiculture",2015,"X","anual","CHORO",1568
"aquiculture",2015,"X","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"X","anual","OSTRA CHILENA",229
"aquiculture",2015,"X","anual","OSTRA DEL PACIFICO",10
"aquiculture",2015,"XI","anual","HUIRO",NA
"aquiculture",2015,"XI","anual","PELILLO",NA
"aquiculture",2015,"XI","anual","SALMON DEL ATLANTICO",336546
"aquiculture",2015,"XI","anual","SALMON PLATEADO O COHO",33471
"aquiculture",2015,"XI","anual","TRUCHA ARCOIRIS",48471
"aquiculture",2015,"XI","anual","TURBOT",NA
"aquiculture",2015,"XI","anual","ABALON JAPONES",NA
"aquiculture",2015,"XI","anual","ABALON ROJO",NA
"aquiculture",2015,"XI","anual","CHOLGA",NA
"aquiculture",2015,"XI","anual","CHORITO",NA
"aquiculture",2015,"XI","anual","CHORO",NA
"aquiculture",2015,"XI","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"XI","anual","OSTRA CHILENA",NA
"aquiculture",2015,"XI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2015,"XII","anual","HUIRO",NA
"aquiculture",2015,"XII","anual","PELILLO",NA
"aquiculture",2015,"XII","anual","SALMON DEL ATLANTICO",42650
"aquiculture",2015,"XII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2015,"XII","anual","TRUCHA ARCOIRIS",5848
"aquiculture",2015,"XII","anual","TURBOT",NA
"aquiculture",2015,"XII","anual","ABALON JAPONES",NA
"aquiculture",2015,"XII","anual","ABALON ROJO",NA
"aquiculture",2015,"XII","anual","CHOLGA",NA
"aquiculture",2015,"XII","anual","CHORITO",NA
"aquiculture",2015,"XII","anual","CHORO",NA
"aquiculture",2015,"XII","anual","OSTION DEL NORTE",NA
"aquiculture",2015,"XII","anual","OSTRA CHILENA",NA
"aquiculture",2015,"XII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"XV","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"XV","anual","PELILLO",NA
"aquiculture",2016,"XV","anual","SPIRULINA",NA
"aquiculture",2016,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"XV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"XV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"XV","anual","ABALON JAPONES",NA
"aquiculture",2016,"XV","anual","ABALON ROJO",NA
"aquiculture",2016,"XV","anual","CHOLGA",NA
"aquiculture",2016,"XV","anual","CHORITO",NA
"aquiculture",2016,"XV","anual","CHORO",NA
"aquiculture",2016,"XV","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"XV","anual","OSTRA CHILENA",NA
"aquiculture",2016,"XV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"I","anual","HAEMATOCOCCUS",13
"aquiculture",2016,"I","anual","PELILLO",NA
"aquiculture",2016,"I","anual","SPIRULINA",4
"aquiculture",2016,"I","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"I","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"I","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"I","anual","ABALON JAPONES",NA
"aquiculture",2016,"I","anual","ABALON ROJO",NA
"aquiculture",2016,"I","anual","CHOLGA",NA
"aquiculture",2016,"I","anual","CHORITO",NA
"aquiculture",2016,"I","anual","CHORO",NA
"aquiculture",2016,"I","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"I","anual","OSTRA CHILENA",NA
"aquiculture",2016,"I","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"II","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"II","anual","PELILLO",NA
"aquiculture",2016,"II","anual","SPIRULINA",NA
"aquiculture",2016,"II","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"II","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"II","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"II","anual","ABALON JAPONES",NA
"aquiculture",2016,"II","anual","ABALON ROJO",NA
"aquiculture",2016,"II","anual","CHOLGA",NA
"aquiculture",2016,"II","anual","CHORITO",NA
"aquiculture",2016,"II","anual","CHORO",NA
"aquiculture",2016,"II","anual","OSTION DEL NORTE",4
"aquiculture",2016,"II","anual","OSTRA CHILENA",NA
"aquiculture",2016,"II","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"III","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"III","anual","PELILLO",897
"aquiculture",2016,"III","anual","SPIRULINA",NA
"aquiculture",2016,"III","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"III","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"III","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"III","anual","ABALON JAPONES",2
"aquiculture",2016,"III","anual","ABALON ROJO",385
"aquiculture",2016,"III","anual","CHOLGA",NA
"aquiculture",2016,"III","anual","CHORITO",NA
"aquiculture",2016,"III","anual","CHORO",NA
"aquiculture",2016,"III","anual","OSTION DEL NORTE",152
"aquiculture",2016,"III","anual","OSTRA CHILENA",NA
"aquiculture",2016,"III","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"IV","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"IV","anual","PELILLO",1721
"aquiculture",2016,"IV","anual","SPIRULINA",NA
"aquiculture",2016,"IV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"IV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"IV","anual","TRUCHA ARCOIRIS",1
"aquiculture",2016,"IV","anual","ABALON JAPONES",NA
"aquiculture",2016,"IV","anual","ABALON ROJO",53
"aquiculture",2016,"IV","anual","CHOLGA",NA
"aquiculture",2016,"IV","anual","CHORITO",NA
"aquiculture",2016,"IV","anual","CHORO",NA
"aquiculture",2016,"IV","anual","OSTION DEL NORTE",3396
"aquiculture",2016,"IV","anual","OSTRA CHILENA",NA
"aquiculture",2016,"IV","anual","OSTRA DEL PACIFICO",24
"aquiculture",2016,"V","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"V","anual","PELILLO",NA
"aquiculture",2016,"V","anual","SPIRULINA",NA
"aquiculture",2016,"V","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"V","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"V","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"V","anual","ABALON JAPONES",NA
"aquiculture",2016,"V","anual","ABALON ROJO",122
"aquiculture",2016,"V","anual","CHOLGA",NA
"aquiculture",2016,"V","anual","CHORITO",NA
"aquiculture",2016,"V","anual","CHORO",NA
"aquiculture",2016,"V","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"V","anual","OSTRA CHILENA",NA
"aquiculture",2016,"V","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"VI","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"VI","anual","PELILLO",NA
"aquiculture",2016,"VI","anual","SPIRULINA",NA
"aquiculture",2016,"VI","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"VI","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"VI","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"VI","anual","ABALON JAPONES",NA
"aquiculture",2016,"VI","anual","ABALON ROJO",NA
"aquiculture",2016,"VI","anual","CHOLGA",NA
"aquiculture",2016,"VI","anual","CHORITO",NA
"aquiculture",2016,"VI","anual","CHORO",NA
"aquiculture",2016,"VI","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"VI","anual","OSTRA CHILENA",NA
"aquiculture",2016,"VI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"VII","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"VII","anual","PELILLO",NA
"aquiculture",2016,"VII","anual","SPIRULINA",NA
"aquiculture",2016,"VII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"VII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"VII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"VII","anual","ABALON JAPONES",NA
"aquiculture",2016,"VII","anual","ABALON ROJO",NA
"aquiculture",2016,"VII","anual","CHOLGA",NA
"aquiculture",2016,"VII","anual","CHORITO",NA
"aquiculture",2016,"VII","anual","CHORO",NA
"aquiculture",2016,"VII","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"VII","anual","OSTRA CHILENA",NA
"aquiculture",2016,"VII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"VIII","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"VIII","anual","PELILLO",30
"aquiculture",2016,"VIII","anual","SPIRULINA",NA
"aquiculture",2016,"VIII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2016,"VIII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"VIII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2016,"VIII","anual","ABALON JAPONES",NA
"aquiculture",2016,"VIII","anual","ABALON ROJO",NA
"aquiculture",2016,"VIII","anual","CHOLGA",4
"aquiculture",2016,"VIII","anual","CHORITO",NA
"aquiculture",2016,"VIII","anual","CHORO",2
"aquiculture",2016,"VIII","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"VIII","anual","OSTRA CHILENA",NA
"aquiculture",2016,"VIII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"IX","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"IX","anual","PELILLO",NA
"aquiculture",2016,"IX","anual","SPIRULINA",NA
"aquiculture",2016,"IX","anual","SALMON DEL ATLANTICO",88
"aquiculture",2016,"IX","anual","SALMON PLATEADO O COHO",65
"aquiculture",2016,"IX","anual","TRUCHA ARCOIRIS",49
"aquiculture",2016,"IX","anual","ABALON JAPONES",NA
"aquiculture",2016,"IX","anual","ABALON ROJO",NA
"aquiculture",2016,"IX","anual","CHOLGA",NA
"aquiculture",2016,"IX","anual","CHORITO",NA
"aquiculture",2016,"IX","anual","CHORO",137
"aquiculture",2016,"IX","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"IX","anual","OSTRA CHILENA",NA
"aquiculture",2016,"IX","anual","OSTRA DEL PACIFICO",1
"aquiculture",2016,"XIV","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"XIV","anual","PELILLO",NA
"aquiculture",2016,"XIV","anual","SPIRULINA",NA
"aquiculture",2016,"XIV","anual","SALMON DEL ATLANTICO",75
"aquiculture",2016,"XIV","anual","SALMON PLATEADO O COHO",1
"aquiculture",2016,"XIV","anual","TRUCHA ARCOIRIS",2094
"aquiculture",2016,"XIV","anual","ABALON JAPONES",NA
"aquiculture",2016,"XIV","anual","ABALON ROJO",10
"aquiculture",2016,"XIV","anual","CHOLGA",NA
"aquiculture",2016,"XIV","anual","CHORITO",4
"aquiculture",2016,"XIV","anual","CHORO",11
"aquiculture",2016,"XIV","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"XIV","anual","OSTRA CHILENA",NA
"aquiculture",2016,"XIV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"X","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"X","anual","PELILLO",12198
"aquiculture",2016,"X","anual","SPIRULINA",NA
"aquiculture",2016,"X","anual","SALMON DEL ATLANTICO",165372
"aquiculture",2016,"X","anual","SALMON PLATEADO O COHO",92166
"aquiculture",2016,"X","anual","TRUCHA ARCOIRIS",34218
"aquiculture",2016,"X","anual","ABALON JAPONES",NA
"aquiculture",2016,"X","anual","ABALON ROJO",704
"aquiculture",2016,"X","anual","CHOLGA",1001
"aquiculture",2016,"X","anual","CHORITO",300644
"aquiculture",2016,"X","anual","CHORO",541
"aquiculture",2016,"X","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"X","anual","OSTRA CHILENA",227
"aquiculture",2016,"X","anual","OSTRA DEL PACIFICO",18
"aquiculture",2016,"XI","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"XI","anual","PELILLO",NA
"aquiculture",2016,"XI","anual","SPIRULINA",NA
"aquiculture",2016,"XI","anual","SALMON DEL ATLANTICO",317412
"aquiculture",2016,"XI","anual","SALMON PLATEADO O COHO",18748
"aquiculture",2016,"XI","anual","TRUCHA ARCOIRIS",30922
"aquiculture",2016,"XI","anual","ABALON JAPONES",NA
"aquiculture",2016,"XI","anual","ABALON ROJO",NA
"aquiculture",2016,"XI","anual","CHOLGA",NA
"aquiculture",2016,"XI","anual","CHORITO",NA
"aquiculture",2016,"XI","anual","CHORO",NA
"aquiculture",2016,"XI","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"XI","anual","OSTRA CHILENA",NA
"aquiculture",2016,"XI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2016,"XII","anual","HAEMATOCOCCUS",NA
"aquiculture",2016,"XII","anual","PELILLO",NA
"aquiculture",2016,"XII","anual","SPIRULINA",NA
"aquiculture",2016,"XII","anual","SALMON DEL ATLANTICO",49278
"aquiculture",2016,"XII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2016,"XII","anual","TRUCHA ARCOIRIS",17323
"aquiculture",2016,"XII","anual","ABALON JAPONES",NA
"aquiculture",2016,"XII","anual","ABALON ROJO",NA
"aquiculture",2016,"XII","anual","CHOLGA",NA
"aquiculture",2016,"XII","anual","CHORITO",NA
"aquiculture",2016,"XII","anual","CHORO",NA
"aquiculture",2016,"XII","anual","OSTION DEL NORTE",NA
"aquiculture",2016,"XII","anual","OSTRA CHILENA",NA
"aquiculture",2016,"XII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2017,"XV","anual","HAEMATOCOCCUS",NA
"aquiculture",2017,"XV","anual","SPIRULINA",NA
"aquiculture",2017,"XV","anual","PELILLO",NA
"aquiculture",2017,"XV","anual","CORVINA",NA
"aquiculture",2017,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2017,"XV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2017,"XV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2017,"XV","anual","TURBOT",NA
"aquiculture",2017,"XV","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"XV","anual","ABALON JAPONES",NA
"aquiculture",2017,"XV","anual","ABALON ROJO",NA
"aquiculture",2017,"XV","anual","CHOLGA",NA
